CustID,AgentBonus,Age,CustTenure,ExistingProdType,NumberOfPolicy,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,PaymentMethod,LastMonthCalls,CustCareScore,Agent,Online,Third Party Partner,Free Lancer,Large Business,Salaried,Small Business,Diploma,Engineer,Graduate,MBA,Post Graduate,UG,Under Graduate,Female,Male,AVP,Exe,Executive,Manager,Senior Manager,VP,Divorced,Married,Single,Unmarried,East,North,South,West
7000219,4211,8.0,25.0,2,5.0,23392.0,0,1.0,774743.0,2,7,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000220,2151,4.0,2.0,3,5.0,19558.0,0,1.0,417368.0,3,8,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000221,2474,10.0,2.0,3,5.0,19031.0,0,1.0,279565.0,3,2,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000222,3445,7.0,21.0,4,3.0,22969.0,1,1.0,623608.0,4,4,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000223,3001,14.494707127734651,3.0,3,2.0,17654.0,0,1.0,429169.0,3,2,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000224,5995,18.0,12.0,3,2.0,22890.30999066293,0,9.0,875336.0,3,4,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
7000225,2933,15.0,3.0,3,3.0,19556.0,0,1.0,299207.0,3,2,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000226,4851,24.0,19.0,5,2.0,21091.0,0,3.0,868316.0,4,2,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000227,6568,20.0,20.0,3,5.0,34566.0,0,4.130073800738008,873483.0,3,10,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7000228,3368,17.0,20.0,3,3.0,19810.0,0,5.0,380550.0,3,8,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000229,4100,25.0,25.0,4,2.0,19523.0,0,2.0,516579.0,4,4,3.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000230,3276,7.0,14.469026548672566,3,4.0,18202.0,1,2.0,507836.0,3,4,4.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7000231,3123,14.494707127734651,12.0,5,3.0,17351.0,0,9.0,324811.0,4,0,4.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000232,3006,12.0,6.0,3,2.0,16702.0,1,3.0,619999.6992670636,3,0,3.067591763652641,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000233,4956,30.0,15.0,3,3.0,33041.0,0,4.130073800738008,926800.0,3,12,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
7000234,2862,11.0,14.469026548672566,3,2.0,17886.0,0,2.0,475052.0,3,2,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000235,2736,14.0,16.0,3,2.0,17097.0,0,2.0,619999.6992670636,3,4,3.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
7000236,4310,26.0,26.0,4,3.0,26935.0,0,4.0,797276.0,4,7,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000237,3685,14.494707127734651,15.0,4,4.0,17546.0,0,3.0,368466.0,4,1,3.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000238,3688,14.494707127734651,11.0,4,2.0,17564.0,0,2.0,619658.0,4,0,3.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7000239,5853,23.0,29.0,3,5.0,23412.0,0,1.0,936480.0,3,8,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000240,7280,22.0,44.0,4,2.0,22890.30999066293,0,3.0,793466.0,4,0,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7000241,5448,5.0,16.0,4,3.0,22890.30999066293,0,3.0,811725.0,4,7,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7000242,2108,14.494707127734651,4.0,3,2.0,17564.0,0,3.0,223414.0,3,7,4.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7000243,5053,25.0,10.0,4,5.0,25266.0,0,6.0,717554.0,4,11,2.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000244,3412,20.0,17.0,3,2.0,20070.0,0,7.0,614142.0,3,4,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000245,3615,7.0,7.0,3,3.0,32861.0,0,4.130073800738008,571124.0,3,1,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7000246,2692,5.0,13.0,5,3.0,19230.0,0,2.0,387677.0,4,3,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000247,3568,18.0,21.0,3,3.0,18780.0,0,3.0,538798.0,3,0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000248,1954,14.494707127734651,12.0,4,3.0,17768.0,0,1.0,363533.0,4,7,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7000249,4814,10.0,19.0,4,2.0,24071.0,1,5.0,544005.0,4,2,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000250,4360,26.0,17.0,3,4.0,25648.0,0,2.0,436016.0,3,8,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7000251,4578,5.0,23.0,3,3.0,28610.0,1,2.0,856011.0,3,7,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000252,4602,14.0,14.469026548672566,5,2.0,18408.0,0,2.0,920400.0,4,3,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000253,2158,2.0,14.469026548672566,3,4.0,17983.0,0,1.0,347432.0,3,2,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000254,5432,27.0,16.0,3,3.0,22632.0,1,2.0,1032019.0,3,0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000255,2731,5.0,14.0,3,3.0,24824.0,0,3.0,483323.0,3,0,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000256,2745,8.0,3.0,3,5.0,24950.0,1,2.0,510477.0,3,2,3.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7000257,4273,4.0,17.0,3,3.0,17093.0,0,2.0,619999.6992670636,3,0,3.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
7000258,5496,11.0,5.0,3,2.0,24980.0,0,2.0,835331.0,3,7,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7000259,4157,8.0,21.0,4,3.0,18894.0,0,1.0,827179.0,4,2,5.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000260,3810,19.0,19.0,3,2.0,19051.0,0,2.0,590581.0,3,7,5.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000261,5412,5.0,32.0,3,4.0,22890.30999066293,0,9.0,746849.0,3,7,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
7000262,3185,16.0,3.0,3,2.0,21230.0,0,2.0,557288.0,3,10,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000263,3549,7.0,7.0,3,3.0,19717.0,0,9.0,379749.0,3,9,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000264,4800,29.0,5.0,3,3.0,28237.0,0,1.0,624038.0,3,13,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
7000265,2251,7.0,11.0,3,3.0,18755.0,0,1.0,402857.0,3,7,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000266,3885,19.0,4.0,3,2.0,21582.0,1,3.0,388476.0,3,5,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000267,2913,12.0,9.0,3,5.0,22406.0,1,5.0,311667.0,3,8,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000268,3763,8.0,19.0,3,4.0,19805.0,0,1.0,492946.0,3,7,5.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000269,3903,14.494707127734651,20.0,3,3.0,17741.0,1,8.0,597162.0,3,0,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000270,3660,18.0,15.0,3,2.0,19262.0,0,7.0,409895.0,3,2,5.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000271,7796,16.0,39.0,2,3.0,22890.30999066293,0,23.0,1372096.0,2,5,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
7000272,6374,25.0,25.0,4,2.0,26557.0,0,1.0,898689.0,4,1,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7000273,4051,16.0,16.0,3,4.0,16878.0,1,1.0,619999.6992670636,3,0,3.067591763652641,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
7000274,3630,18.0,15.0,5,5.0,25932.0,0,9.0,602660.0,4,1,5.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
7000275,3926,12.0,24.0,4,3.0,21811.0,1,5.0,663491.0,4,7,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000276,3475,10.0,10.0,3,3.0,19306.0,0,2.0,423960.0,3,0,5.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000277,2582,10.0,3.0,3,3.0,19859.0,0,8.0,487936.0,3,3,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000278,2237,13.0,11.0,2,2.0,20337.0,0,2.0,366879.0,2,7,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000279,3121,14.494707127734651,16.0,5,2.0,17340.0,1,2.0,390150.0,4,0,3.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
7000280,2699,13.0,5.0,3,2.0,22491.0,0,4.0,450720.0,3,2,5.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7000281,4595,18.0,14.0,3,3.0,25527.0,0,6.0,785721.0,3,2,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000282,3160,6.0,16.0,3,5.0,22890.30999066293,0,4.0,470766.0,3,8,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
7000283,4052,12.0,12.0,3,4.0,23834.0,0,1.0,660440.0,3,7,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7000284,4938,10.0,30.0,3,5.0,20577.0,1,8.0,523479.0,3,9,4.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000285,3350,13.0,10.0,2,3.0,19707.0,0,5.0,345070.0,2,2,3.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000286,2784,14.494707127734651,17.0,3,2.0,17400.0,0,1.0,373056.0,3,1,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000287,3475,14.0,7.0,3,3.0,24824.0,0,3.0,364913.0,3,0,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000288,4504,18.0,5.0,3,4.0,21447.0,0,7.0,761154.0,3,3,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000289,7935,40.0,8.0,4,3.0,34502.0,1,4.130073800738008,936384.0,4,9,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
7000290,3368,14.494707127734651,13.0,2,2.0,17725.0,1,1.0,660079.0,2,4,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000291,3404,20.0,14.0,3,4.0,21272.0,0,6.0,653476.0,3,4,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000292,2569,8.0,13.0,4,4.0,17127.0,0,1.0,619999.6992670636,4,0,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
7000293,3320,3.0,7.0,3,4.0,33200.0,0,4.130073800738008,574360.0,3,7,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7000294,3761,15.0,8.0,3,3.0,17096.0,0,8.0,619999.6992670636,3,6,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
7000295,3935,16.0,14.469026548672566,3,3.0,17886.0,1,8.0,609913.0,3,2,4.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000296,3066,12.0,3.0,4,5.0,17033.0,0,2.0,619999.6992670636,4,0,3.067591763652641,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
7000297,4283,17.0,17.0,4,2.0,18622.0,1,13.0,543949.0,4,3,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000298,3270,13.0,16.0,3,5.0,19233.0,0,1.0,336770.0,3,2,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000299,4670,9.0,19.0,4,2.0,18681.0,0,1.0,574441.0,4,2,2.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000300,3478,17.0,21.0,2,2.0,20460.0,0,1.0,573903.0,2,7,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000301,4297,13.0,21.0,4,3.0,17187.0,0,2.0,619999.6992670636,4,3,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
7000302,2952,3.0,3.0,3,3.0,24602.0,1,5.0,560926.0,3,0,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000303,2675,5.0,14.469026548672566,4,4.0,17836.0,0,2.0,313022.0,4,0,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7000304,4009,4.0,16.0,3,2.0,19089.0,0,1.0,400869.0,3,2,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000305,3795,11.0,19.0,4,2.0,22890.30999066293,1,1.0,508562.0,4,0,3.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
7000306,3700,14.494707127734651,11.0,3,5.0,17619.0,0,11.0,736298.0,3,0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
7000307,3722,11.0,22.0,3,3.0,20679.0,1,1.0,528555.0,3,7,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000308,7601,46.0,46.0,4,5.0,22890.30999066293,0,6.0,760050.0,4,2,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
7000309,2308,9.0,7.0,4,3.0,20985.0,0,3.0,260844.0,4,2,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000310,4219,14.494707127734651,8.0,3,3.0,17579.0,1,2.0,729880.0,3,6,5.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000311,4330,17.0,14.469026548672566,3,5.0,18041.0,0,2.0,549890.0,3,2,5.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
7000312,3320,10.0,14.469026548672566,3,3.0,18447.0,0,1.0,332046.0,3,2,2.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000313,3451,7.0,7.0,3,2.0,34513.0,1,4.130073800738008,635039.0,3,1,2.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7000314,1777,14.494707127734651,4.0,3,3.0,17773.0,0,2.0,188394.0,3,2,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000315,5526,6.0,6.0,3,3.0,22104.0,0,8.0,1044414.0,3,2,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000316,5331,11.0,21.0,3,2.0,21322.0,1,2.0,772923.0,3,5,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000317,4271,17.0,4.0,3,3.0,17083.0,0,2.0,619999.6992670636,3,0,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
7000318,2806,3.0,14.0,3,5.0,23381.0,0,1.0,451721.0,3,10,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000319,4069,14.494707127734651,20.0,3,2.0,17691.0,0,5.0,545237.0,3,8,3.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000320,2121,4.0,13.0,3,5.0,19286.0,0,5.0,324583.0,3,0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000321,2825,14.494707127734651,3.0,3,2.0,17659.0,1,1.0,302322.0,3,2,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000322,6109,37.0,12.0,3,3.0,24434.0,0,11.0,946818.0,3,8,2.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000323,4318,17.0,26.0,3,3.0,20561.0,0,10.0,742663.0,3,2,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
7000324,3896,4.0,4.0,5,2.0,21646.0,0,8.0,650679.0,4,8,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000325,4545,23.0,9.0,3,2.0,22725.0,0,5.0,577215.0,3,7,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
7000326,5917,6.0,36.0,3,4.0,25725.0,0,4.0,863846.0,3,1,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
7000327,4292,9.0,4.0,4,4.0,23847.0,1,3.0,858492.0,4,2,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
7000328,3579,21.0,7.0,4,2.0,17045.0,0,1.0,619999.6992670636,4,1,3.067591763652641,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
7000329,2241,11.0,4.0,3,3.0,16009.0,1,6.0,280158.0,3,1,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7000330,3119,6.0,14.469026548672566,3,5.0,18348.0,1,5.0,570806.0,3,7,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7000331,2442,10.0,12.0,4,3.0,16281.0,0,2.0,317480.0,4,0,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000332,3920,20.0,14.469026548672566,2,5.0,17819.0,0,9.0,544905.0,2,2,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7000333,2382,7.0,14.0,2,4.0,19851.0,0,2.0,266797.0,2,2,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000334,3235,6.0,13.0,4,2.0,19028.0,0,4.0,336415.0,4,5,2.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000335,2835,14.494707127734651,14.0,5,2.0,17720.0,0,7.0,530182.0,4,8,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7000336,3006,9.0,18.0,2,4.0,23120.0,0,2.0,498930.0,2,2,3.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000337,2947,15.0,3.0,2,2.0,19647.0,1,1.0,294705.0,2,4,2.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7000338,2362,5.0,7.0,2,2.0,19680.0,0,1.0,375494.0,2,0,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
7000339,2369,9.0,14.469026548672566,2,3.0,18221.0,1,3.0,286616.0,2,8,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7000340,5433,22.0,27.0,4,4.0,23621.0,0,2.0,912715.0,4,7,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7000341,3720,19.0,11.0,3,3.0,19577.0,0,3.0,710449.0,3,0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000342,4302,22.0,4.0,4,3.0,19553.0,0,6.0,486088.0,4,10,2.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
7000343,3875,19.0,19.0,3,2.0,20396.0,0,8.0,585161.0,3,8,4.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000344,4359,9.0,13.0,3,3.0,21796.0,1,8.0,754142.0,3,3,5.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
7000345,2941,12.0,6.0,2,2.0,22625.0,0,4.0,373539.0,2,8,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7000346,3810,8.0,19.0,3,5.0,22412.0,0,3.0,735338.0,3,7,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
7000347,4185,8.0,8.0,3,2.0,26159.0,0,10.0,506438.0,3,7,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
